% This is a dataset obtained from the YAHOO FINANCES. Here is the included description:
%
% The data provided are daily stock prices from 02/01/2015 through 29/12/2015, for BRFS3.SA.
%
% Source: collection of regression datasets by Jean Felipe Hartz (jeanrsbr@gmail.com) at
% http://real-chart.finance.yahoo.com 
% Characteristics: 254 cases, 35 continuous attributes

@relation stock

@attribute Bra_HighPrice numeric
@attribute Bra_ADMI_14 numeric
@attribute Bra_BIAS_14 numeric
@attribute Bra_ClosePrice numeric
@attribute Bra_LowPrice numeric
@attribute Bra_SMA_05 numeric
@attribute Bra_MACD numeric
@attribute Bra_Momentum_14 numeric
@attribute Bra_OBV numeric
@attribute Bra_OpenPrice numeric
@attribute Bra_PROC_14 numeric
@attribute Bra_PVT numeric
@attribute Bra_RSI_14 numeric
@attribute Bra_SODI numeric
@attribute Bra_SOKI_14 numeric
@attribute Bra_Volume numeric
@attribute Bra_WILLR_14 numeric
@attribute Est_ADMI_14 numeric
@attribute Est_BIAS_14 numeric
@attribute Est_ClosePrice numeric
@attribute Est_HighPrice numeric
@attribute Est_LowPrice numeric
@attribute Est_SMA_05 numeric
@attribute Est_MACD numeric
@attribute Est_Momentum_14 numeric
@attribute Est_OBV numeric
@attribute Est_OpenPrice numeric
@attribute Est_PROC_14 numeric
@attribute Est_PVT numeric
@attribute Est_RSI_14 numeric
@attribute Est_SODI numeric
@attribute Est_SOKI_14 numeric
@attribute Est_Volume numeric
@attribute Est_WILLR_14 numeric
@attribute Target numeric

@data
63.79,2.05,2.21,63.6,62.22,62.1,0,0,5649600,62.46,2.28,81388.56,55.95,47.66,72.85,1720900,-27.15,2.02,4.36,24.33,24.33,23.85,23.57,0,0,-1470100,23.89,6.06,95390.05,66.91,84.71,100,1464200,0,64.5
64.5,2.47,1.42,63.19,62.2,62.28,0.07,0,3938800,63.2,1.62,70359.81,54.09,58.3,63.57,1710800,-36.43,2.02,4.36,24.33,24.33,23.85,23.57,0,0,-1470100,23.89,6.06,95390.05,66.91,84.71,100,1464200,0,64.06
64.06,2.48,-2.22,60.81,60.43,62.29,-0.06,0,794900,64,-2.2,-48052.62,45.35,48.72,9.73,3143900,-90.27,1.91,0.54,23.45,24.02,23.07,23.6,0.01,0,-2979200,23.92,2.22,40806.96,55.11,75.88,55.78,1509100,-44.22,62.05
62.05,2.49,-0.24,62.03,60.77,62.34,-0.06,0,3408800,61.45,-0.24,4388.72,49.53,36.88,37.33,2613900,-62.67,1.82,2.39,23.93,23.99,23.42,23.78,0.05,0,-2083400,23.48,4.32,59143.13,59.05,78.56,79.9,895800,-20.1,63.77
63.77,2.86,-0.1,62.11,61.5,62.35,-0.06,-0.07,5798000,62.48,-0.11,7470.07,49.78,28.73,39.14,2389200,-60.86,1.99,3.76,24.32,24.48,23.88,23.91,0.12,0,-1265600,24.44,6.02,72471.25,61.77,76.07,92.52,817800,-7.48,63.77
63.77,3.07,-0.91,61.65,61.24,61.96,-0.1,0.65,4165700,62.48,1.07,-4619.1,52.12,35.07,28.73,1632300,-71.27,2.03,1.43,23.84,24.05,23.68,23.97,0.14,0.9,-1902500,23.86,3.92,59900.86,57.1,80.84,70.09,636900,-29.91,62.68
62.68,3.11,0.05,62.3,60.91,61.78,-0.07,0.75,6049900,60.91,1.22,15246.76,52.43,37.1,43.44,1884200,-56.56,2.06,0.79,23.79,23.98,23.67,23.87,0.15,1.4,-2863400,23.92,6.25,57885.59,61.99,76.21,66.01,960900,-33.99,62.66
62.66,3.15,0.44,62.41,60.91,62.1,-0.03,-1.89,8573100,61.82,-2.94,19701.84,42.6,39.37,45.93,2523200,-54.07,2.3,1.91,24.17,24.32,23.61,24.01,0.19,1.59,-1996600,23.61,7.04,71731.03,63.18,72.4,81.1,866800,-18.9,63.26
63.26,3.48,0.94,62.69,61.57,62.23,0.03,-0.46,11955500,61.8,-0.73,34876.85,48.07,48.48,56.07,3382400,-43.93,2.72,1.47,24.09,24.63,23.98,24.04,0.22,0.33,-2976700,24.17,1.39,68487.01,53.35,72.31,69.83,980100,-30.17,63.45
63.45,3.88,1.15,62.9,62.01,62.39,0.1,1.12,14826700,62.6,1.81,44494.84,55.21,54.39,61.17,2871200,-38.83,3.07,1.5,24.14,24.42,23.94,24.01,0.24,0.62,-2145500,24.19,2.64,70212.17,56.54,74.52,72.63,831200,-27.37,64.38
64.38,4.71,3.28,64.38,61.78,62.94,0.31,2.09,19375800,62.2,3.36,151532.49,58.92,71.44,97.09,4549100,-2.91,3.12,-0.37,23.72,23.98,23.58,23.98,0.22,0.34,-3207400,23.8,1.45,51736.7,53.39,63.87,49.16,1061900,-50.84,64.8
64.8,5.69,2.59,64.2,63.9,63.32,0.47,3.47,16483500,64.62,5.71,143445.91,66.8,81.51,86.27,2892300,-13.73,3.07,-0.49,23.72,23.97,23.47,23.97,0.2,0.41,-3207400,23.78,1.76,51736.7,54.14,56.98,49.16,1256800,-50.84,65.14
65.14,6.76,3.16,64.78,64.42,63.79,0.66,3,18990800,64.6,4.86,166097.53,65.21,91.9,92.36,2507300,-7.64,3.13,0.55,24.04,24.1,23.77,23.94,0.22,0.99,-1988100,23.99,4.3,68186.04,59.88,53.5,62.18,1219300,-37.82,65.44
65.44,7.9,3.17,65,64.17,64.25,0.83,2.92,21567800,64.78,4.7,174849.3,64.93,89.95,91.22,2577000,-8.78,3.02,-0.89,23.7,23.85,23.59,23.86,0.19,0.06,-3502900,23.6,0.25,46762.08,50.63,50.58,40.38,1514800,-59.62,65.47
65.47,8.97,3.01,65,64.75,64.67,0.98,1.4,21567800,64.75,2.2,174849.3,58.47,91.42,90.67,1759300,-9.33,2.88,-0.86,23.72,23.89,23.54,23.78,0.17,0.18,-2073000,23.57,0.76,47968.63,51.92,48.08,41.67,1429900,-58.33,65
65,9.18,2.21,64.6,63.77,64.72,0.98,1.41,18905900,64.8,2.23,158468.38,58.55,88.21,82.74,2661900,-17.26,3.11,-3.02,23.12,23.36,23.01,23.66,0.09,-1.21,-3661900,23.33,-4.97,7777.36,36.53,29.61,6.79,1588900,-93.21,65.13
65.13,9.46,1.77,64.6,64.05,64.8,0.96,3.79,18905900,64.69,6.23,158468.38,82.28,84.97,81.49,2548300,-18.51,3.26,-2.06,23.34,23.42,23.03,23.58,0.05,-0.11,-2412500,23.09,-0.47,19666.06,48.56,22.94,20.37,1249400,-79.63,65.4
65.4,9.88,1.62,64.7,64.33,64.78,0.95,2.67,21398000,64.5,4.3,162326.12,78.11,82.45,83.11,2492100,-16.89,3.52,-3.02,23.05,23.09,22.91,23.39,0,-0.88,-3275400,22.92,-3.68,8944.47,37.91,11.77,8.14,862900,-91.86,65.04
65.04,9.4,-0.79,63.24,63.24,64.43,0.82,1.13,19187300,64.7,1.82,112440.16,59.22,71.9,51.1,2210700,-48.9,4.59,-5.72,22.27,22.61,22.02,23.1,-0.1,-2.05,-4320800,22.59,-8.43,-26431.28,24.57,12.7,9.58,1045400,-90.42,64.78
64.78,8.94,0.21,64.05,63.8,64.24,0.77,2.4,20782100,64,3.89,132866.91,68.52,67.69,68.86,1594800,-31.14,5.35,-3.33,22.76,22.8,22.35,22.91,-0.14,-1.08,-3364600,22.4,-4.53,-5392.3,36.63,15.36,28.35,956200,-71.65,64.42
64.42,8.33,-0.08,63.99,63.5,64.12,0.71,1.69,19411400,63.95,2.71,131582.88,64.35,62.5,67.54,1370700,-32.46,6.06,-3.71,22.59,22.68,22.43,22.8,-0.18,-1.2,-4206400,22.5,-5.04,-11679.91,35.58,19.92,21.84,841800,-78.16,64.42
64.42,8.33,-0.08,63.99,63.5,64.12,0.71,1.69,19411400,63.95,2.71,131582.88,64.35,62.5,67.54,1370700,-32.46,6.48,-2.56,22.76,22.85,22.39,22.69,-0.2,-1.41,-3391100,22.5,-5.83,-5544.41,32.15,26.18,28.35,815300,-71.65,65.58
65.58,8.58,0.95,64.82,64.45,64.16,0.73,2.41,21908600,64.82,3.86,163973.51,68.23,72.48,81.05,2497200,-18.95,6.58,-1.05,23.04,23.06,22.69,22.68,-0.19,-1.05,-2264700,22.89,-4.36,8312.94,37.35,30.9,42.5,1126400,-57.5,66.16
66.16,9.19,2.4,65.99,64.36,64.42,0.82,3.3,23437000,65,5.26,191561.1,72,81.57,96.12,1528400,-3.88,6.51,-0.83,23.01,23.18,22.58,22.83,-0.18,-1.13,-3222700,22.67,-4.68,7065.5,36.32,39.48,47.6,958000,-52.4,66.01
66.01,9.53,1.49,65.6,64.11,64.89,0.86,2.7,21838900,66,4.29,182116.35,67.58,88.13,87.21,1598100,-12.79,6.83,-1.06,22.9,22.95,22.27,22.86,-0.18,-0.82,-4505400,22.55,-3.46,933.51,39.27,44.13,42.31,1282700,-57.69,66.37
66.37,10.1,2.34,66.29,65.4,65.34,0.93,1.91,23293300,65.41,2.97,197414.16,63.86,93.59,97.44,1454400,-2.56,6.96,-0.52,22.97,23.06,22.7,22.94,-0.18,-0.75,-3834600,22.99,-3.16,2983.96,40.36,45.19,45.67,670800,-54.33,66.69
66.69,10.85,2.67,66.69,65.74,65.88,1.01,2.49,25121300,65.83,3.88,208444.48,67.51,94.89,100,1828000,0,6.51,1.86,23.48,23.51,22.74,23.08,-0.13,-0.56,-3195300,22.95,-2.33,17178.29,43.14,55.35,78.07,639300,-21.93,66.45
66.45,11.55,2.05,66.4,65.86,66.19,1.04,1.62,23618800,66.4,2.5,201910.89,61.88,96.35,91.59,1502500,-8.41,6.1,0.48,23.12,23.18,22.86,23.1,-0.12,-0.58,-3846600,23.02,-2.45,7192.46,42.93,60.86,58.82,651300,-41.18,67.02
67.02,12.61,2.74,67,65.7,66.4,1.1,2,25819000,66.74,3.08,221792.22,63.89,97.02,99.47,2200200,-0.53,5.81,0.59,23.1,23.24,22.91,23.11,-0.11,-0.62,-4946300,23.06,-2.61,6241.11,42.44,69.79,72.48,1099700,-27.52,67.98
67.98,12.15,-1.14,64.43,64.32,66.16,0.92,-0.57,20569800,67.7,-0.88,20442.31,47.08,72.06,25.11,5249200,-74.89,5.99,-1.02,22.7,23.03,22.43,23.07,-0.13,-0.42,-7481400,22.79,-1.82,-37656.61,44.62,58.98,45.64,2535100,-54.36,64.5
64.5,11.53,-1.88,63.9,63.51,65.68,0.74,-0.7,18788600,64.5,-1.08,5790.19,46.46,46.17,13.92,1781200,-86.08,6.7,-3.1,22.14,22.42,22.03,22.91,-0.2,-1.2,-8490300,22.34,-5.14,-62545.87,35.85,42.06,8.05,1008900,-91.95,64.67
64.67,10.8,-1.09,64.4,64.03,65.23,0.62,-0.2,21214900,64.04,-0.31,24775.32,49.04,21.17,24.47,2426300,-75.53,7.42,-3.2,22.05,22.28,21.99,22.62,-0.25,-1,-9622900,22.14,-4.34,-67149.93,37.62,19.21,3.95,1132600,-96.05,64.12
64.12,11.58,-3.49,62.7,62,64.49,0.39,-2,16408200,63.65,-3.09,-102109.62,41.67,16.7,11.71,4806700,-88.29,9.4,-6.9,21.13,21.42,20.81,22.22,-0.36,-1.14,-11133400,21.38,-5.12,-130173.06,36.36,7.95,11.85,1510500,-88.15,63.87
63.87,12.3,-2.01,63.69,62.97,63.82,0.28,0.45,18223700,62.97,0.71,-73443.83,51.95,21.48,28.26,1815500,-71.74,11.23,-6.5,21.11,21.22,20.98,21.83,-0.45,-1.65,-11945600,21.1,-7.25,-130941.75,27.76,8.97,11.11,812200,-88.89,63.92
63.92,12.92,-2.52,63.31,63,63.6,0.16,-0.74,16353300,63.63,-1.16,-84603.38,46.67,20.62,21.91,1870400,-78.09,13.33,-7.94,20.66,20.8,20.55,21.42,-0.55,-1.93,-13159100,20.73,-8.54,-156809.88,25.81,8.89,3.72,1213500,-96.28,63.47
63.47,13.83,-2.31,63.4,62.5,63.5,0.07,-0.59,18166100,62.99,-0.92,-82026.35,47.35,24.53,23.41,1812800,-76.59,15.6,-9.37,20.17,20.54,20.17,21.02,-0.66,-2.59,-14188100,20.46,-11.38,-181215.01,19.95,4.94,0,1029000,-100,63.43
63.43,14.81,-3.57,62.42,62.3,63.1,-0.08,-2.4,16038900,62.3,-3.7,-114907.36,39.36,17.45,7.02,2127200,-92.98,17.82,-8.87,20.09,20.35,20.03,20.63,-0.74,-2.95,-15524400,20.24,-12.8,-186515.16,14.11,1.81,1.72,1336300,-98.28,62.51
62.51,16.46,-3.37,62.29,61.05,63.02,-0.2,-3.7,12956700,62.15,-5.61,-121326.55,31.93,16.11,17.89,3082200,-82.11,20.32,-9.24,19.8,19.9,19.45,20.37,-0.82,-3.21,-17301900,19.8,-13.95,-212173.53,13.27,3.45,8.62,1777500,-91.38,63.15
63.15,17.27,-2.61,62.57,62.57,62.8,-0.27,-3.03,14641700,62.9,-4.62,-113752.3,35.04,15.62,21.93,1685000,-78.07,21.82,-8.01,19.87,20.28,19.83,20.12,-0.87,-3.03,-16453600,20.21,-13.23,-209174.41,15.01,6.9,10.34,848300,-89.66,62.6
62.6,18.78,-2.51,62.36,61.16,62.61,-0.34,-3.93,12174900,61.31,-5.93,-122031.48,29.64,19.58,18.9,2466800,-81.1,23.97,-10.07,19.18,19.29,18.8,19.82,-0.95,-3.79,-17988600,19.13,-16.5,-262478.46,11.72,9.01,8.07,1535000,-91.93,63.17
63.17,19.59,-2.44,62.09,62.09,62.35,-0.42,-4.6,10563300,62.5,-6.9,-129009.22,25.84,18.61,15.01,1611600,-84.99,25.35,-8.49,19.24,19.61,19.22,19.64,-1,-4.24,-17007600,19.48,-18.06,-259409.64,2.89,9.44,9.91,981000,-90.09,63.2
63.2,20.53,-0.77,62.9,61.75,62.44,-0.41,-3.5,12737200,61.78,-5.27,-100649.43,32.57,20.2,26.7,2173900,-73.3,26.86,-6.42,19.43,19.49,18.9,19.5,-1.01,-3.69,-15818800,18.99,-15.96,-247669.93,7.39,10.72,14.19,1188800,-85.81,64.45
64.45,20.18,1.23,63.95,62.55,62.77,-0.31,-3.05,15241600,62.89,-4.55,-58843.07,35.46,27.85,41.85,2504400,-58.15,27.25,-3.31,19.85,20.05,19.23,19.51,-0.98,-3.25,-14379800,19.44,-14.07,-216564.42,15.64,16.31,24.82,1439000,-75.18,64.14
64.14,19.85,1.32,63.97,63.25,63.05,-0.23,-0.46,16791100,64.14,-0.71,-58358.48,47.1,49.74,80.66,1549500,-19.34,27.6,-4.5,19.38,19.66,19.23,19.42,-0.98,-3.32,-15595000,19.57,-14.63,-245337.48,15.42,18.34,16.02,1215200,-83.98,65.46
65.46,18.45,0.98,63.75,63.75,63.33,-0.18,-0.15,14213600,64.5,-0.23,-67222.79,49.02,61.24,61.22,2577500,-38.78,27.05,-1.57,19.81,20.17,19.8,19.54,-0.93,-2.33,-14219800,19.9,-10.52,-214824.79,25.05,23.29,29.02,1375200,-70.98,64.28
64.28,17.8,-0.05,63,62.8,63.51,-0.2,-1.4,12337800,64,-2.17,-89291.02,41.12,62.04,44.22,1875800,-55.78,26.54,-0.13,19.95,20.15,19.91,19.68,-0.87,-2.1,-12873500,19.98,-9.52,-205310.16,27.75,29.65,43.89,1346300,-56.11,63.89
63.89,17.4,0.07,63.1,62.5,63.55,-0.2,0.4,14155300,62.8,0.64,-86406.1,53.18,50.64,46.49,1817500,-53.51,25.65,0.57,20.01,20.39,19.97,19.8,-0.81,-1.12,-11332300,20.35,-5.3,-200675.05,35.49,40.97,50,1541200,-50,64.48
64.48,16.53,1,63.69,63.5,63.5,-0.16,0,15938200,63.63,0,-69735.56,50,50.19,59.86,1782900,-40.14,24.97,0.31,19.87,20.47,19.86,19.8,-0.77,-1.24,-12531700,20.32,-5.87,-209066.59,34.42,49.13,53.5,1199400,-46.5,63.48
63.48,16.5,-0.23,62.88,62.36,63.28,-0.18,-0.43,13933200,63.22,-0.68,-95234.86,46.59,49.28,41.5,2005000,-58.5,24.91,-0.15,19.71,19.86,19.4,19.87,-0.74,-0.95,-13883600,19.82,-4.6,-219952.69,37.13,51.93,52.3,1351900,-47.7,63.83
63.83,16.48,0.42,63.28,62.01,63.19,-0.17,-0.12,15785500,62.44,-0.19,-83451.78,49.09,50.64,50.57,1852300,-49.43,24.85,-0.74,19.55,19.83,19.44,19.82,-0.72,-0.62,-15181200,19.45,-3.07,-230486.23,40.77,50.24,44.91,1297600,-55.09,63.04
63.04,16.79,-0.09,63,61.5,63.19,-0.18,0.58,14099000,62.01,0.93,-90914.17,54.9,45.43,44.22,1686500,-55.78,25.27,-0.73,19.51,19.58,19.04,19.73,-0.69,-0.58,-16566300,19.04,-2.89,-233320.12,41.27,46.57,42.52,1385100,-57.48,63.58
63.58,16.56,0.27,63.3,62.15,63.23,-0.16,1.01,16536200,62.57,1.62,-79308.45,58.29,48.18,49.77,2437200,-50.23,25.1,0.65,19.78,19.85,19.52,19.68,-0.65,-0.02,-15281100,19.69,-0.1,-215534.1,49.7,48.7,58.68,1285200,-41.32,64.9
64.9,15.52,0.27,63.36,63.1,63.16,-0.14,0.79,19632500,63.35,1.26,-76373.57,56.73,48.38,51.16,3096300,-48.84,23.81,1.58,19.97,20.47,19.85,19.7,-0.59,0.1,-13639400,20.2,0.5,-199764.65,51.46,57.09,70.06,1641700,-29.94,64.2
64.2,14.56,0.29,63.45,63.35,63.28,-0.12,1.09,22070200,63.8,1.75,-72910.93,59.48,50.06,49.24,2437700,-50.76,22.62,3.07,20.35,20.45,20.21,19.83,-0.51,1.17,-12519900,20.24,6.1,-178462.14,68.81,73.7,92.36,1119500,-7.64,65.09
65.09,14.34,1.67,64.5,63.62,63.52,-0.01,2.41,23706800,63.88,3.88,-45827.72,68.45,58.72,75.76,1636600,-24.24,21.41,4.15,20.67,21.01,20.59,20.06,-0.41,1.43,-11047100,20.63,7.43,-155302.63,71.22,82.1,83.89,1472800,-16.11,65.01
65.01,14.14,1.78,64.7,64.18,63.86,0.08,1.8,25018900,64.44,2.86,-41759.19,65.2,68.6,80.81,1312100,-19.19,20.27,3.37,20.6,20.77,20.58,20.27,-0.34,1.17,-11860500,20.71,6.02,-158057.25,68,85.14,79.19,813400,-20.81,65.6
65.6,14.39,2.15,65.01,64.33,64.2,0.19,1.06,28025000,65.1,1.66,-27355.93,60.23,80.73,85.61,3006100,-14.39,19.97,5.96,21.22,21.29,20.91,20.56,-0.22,1.37,-9900700,21.16,6.9,-99073.07,69.86,86.65,96.89,1959800,-3.11,65.7
65.7,14.7,2.38,65.25,64.81,64.58,0.28,1.28,30420400,65.18,2,-18512.73,61.85,85.23,89.29,2395400,-10.71,20.14,5.22,21.21,21.63,21.14,20.81,-0.14,1.83,-11392800,21.49,9.44,-99776.23,80.6,86.62,83.78,1492100,-16.22,65.25
65.25,13.65,0.32,63.95,63.42,64.68,0.25,0.2,27205000,65.25,0.31,-82574.34,51.54,77.74,58.33,3215400,-41.67,19.31,2.82,20.8,21.06,20.59,20.9,-0.1,0.99,-12566100,21,5,-122456.71,66.67,82.88,67.95,1173300,-32.05,64
64,13.11,-0.53,63.44,62.89,64.47,0.18,0.44,25094500,63.78,0.7,-99405.54,53.53,64.6,46.19,2110500,-53.81,17.94,0.09,20.27,20.67,20.22,20.82,-0.11,0.32,-13652400,20.39,1.6,-150136.42,54.76,66.41,47.49,1086300,-52.51,63.87
63.87,12.98,-1.28,62.95,62.42,64.12,0.09,-0.15,23341800,63.87,-0.24,-112943.1,48.87,46.35,34.52,1752700,-65.48,16.66,1.05,20.5,20.54,20.23,20.8,-0.1,0.49,-12250400,20.35,2.45,-134228.18,56.94,57.27,56.37,1402000,-43.63,63.49
63.49,12.86,-1.32,62.87,62.69,63.69,0,-0.82,21588900,63.37,-1.29,-115170.78,43.3,37.78,32.62,1752900,-67.38,15.95,1.79,20.71,20.83,20.52,20.7,-0.07,0.84,-11277300,20.58,4.23,-124259.89,61.67,56.11,64.48,973100,-35.52,63.31
63.31,13.27,-0.94,63.13,62.02,63.27,-0.04,0.25,23133600,62.5,0.4,-108782.64,52.24,35.32,38.81,1544700,-61.19,15.59,2.16,20.87,21.03,20.47,20.63,-0.04,1.16,-10471900,20.59,5.89,-118037.5,66.11,63.84,70.66,805400,-29.34,62.87
62.87,13.87,-2.57,62,61.73,62.88,-0.16,-1.28,21814900,62.32,-2.02,-132386.81,39.84,27.78,11.9,1318700,-88.1,14.75,-0.48,20.39,20.62,20.2,20.55,-0.05,0.84,-11477700,20.45,4.3,-141170.52,60.71,62.42,52.12,1005800,-47.88,62.54
62.54,14.72,-2.78,61.78,61.33,62.55,-0.27,-1.22,20846400,61.92,-1.94,-135823.42,40.22,20.34,10.3,968500,-89.7,13.98,-1.02,20.34,20.52,20.25,20.56,-0.06,0.83,-12480300,20.29,4.25,-143629.02,60.56,53.88,38.86,1002600,-61.14,62.54
62.54,14.72,-2.78,61.78,61.33,62.55,-0.27,-1.22,20846400,61.92,-1.94,-135823.42,40.22,20.34,10.3,968500,-89.7,13.34,-0.89,20.41,20.56,20.35,20.54,-0.06,0.63,-11655300,20.41,3.19,-140789.79,58.45,40.82,31.46,825000,-68.54,62.56
62.56,15.64,-2.74,61.7,61.16,62.3,-0.37,-1.6,18884100,62.09,-2.53,-138364.44,36.71,11.37,11.89,1962300,-88.11,12.55,-0.77,20.47,20.54,20.26,20.5,-0.06,0.5,-10545000,20.41,2.5,-137525.86,56.94,29.73,18.88,1110300,-81.12,62.78
62.78,16.2,-1.67,62.3,61.19,62.18,-0.39,-1.06,20295700,61.45,-1.67,-124637.37,41.92,15.77,25.11,1411600,-74.89,12.7,0.99,20.87,21.02,20.3,20.5,-0.02,0.52,-9756100,20.3,2.56,-122110.05,57.18,32.4,46.85,788900,-53.15,62.98
62.98,17.1,-3.44,61.01,60.71,61.76,-0.5,-2.44,18689800,62.74,-3.85,-157889.55,34.28,14.34,6.01,1605900,-93.99,12.86,0.06,20.68,21.03,20.48,20.55,-0.01,0.01,-11125000,20.97,0.05,-134572.55,50.14,33.1,33.57,1368900,-66.43,61.4
61.4,18.46,-4.02,60.36,59.97,61.43,-0.63,-4.14,16055900,61.18,-6.42,-185951.1,21.87,12.64,6.81,2633900,-93.19,13.01,-0.1,20.65,20.92,20.63,20.62,-0,0.05,-11867400,20.76,0.24,-135649.53,50.72,37.3,31.47,742400,-68.53,60.41
60.41,20.03,-4.45,59.75,59.48,61.02,-0.78,-4.95,12563200,60.4,-7.65,-221248.43,18.15,5.72,4.34,3492700,-95.66,12.36,-1.25,20.35,20.82,20.31,20.6,-0.02,-0.87,-12967200,20.72,-4.1,-151627.25,36.1,25.17,10.49,1099800,-89.51,65.36
65.36,19.99,4.12,65.12,62.33,61.71,-0.46,0.11,19143100,63.5,0.17,370116.64,50.43,33.94,90.68,6579900,-9.32,13.81,6.95,22.11,22.15,21.55,20.93,0.1,0.9,-9703400,21.61,4.24,130647.5,59.22,46.64,97.95,3263800,-2.05,66
66,20.28,3.07,64.4,64.39,62.13,-0.26,-0.85,13529900,65.16,-1.3,308054.23,46.81,56.83,75.46,5613200,-24.54,14.82,3.62,21.47,21.91,21.4,21.05,0.15,0.67,-11479200,21.81,3.22,79244.72,56.56,57.86,65.13,1775800,-34.87,66
66,20.28,3.07,64.4,64.39,62.13,-0.26,-0.85,13529900,65.16,-1.3,308054.23,46.81,56.83,75.46,5613200,-24.54,15.35,3.1,21.45,21.64,21.21,21.21,0.18,1.18,-12195500,21.64,5.82,78577.53,62.83,75.73,64.1,716300,-35.9,65.89
65.89,20.55,3.53,64.75,64.6,62.88,-0.07,0.8,16961100,65,1.25,326702.06,53.24,82.32,80.83,3431200,-19.17,15.35,0.99,21.05,21.52,20.98,21.29,0.18,0.55,-13771800,21.48,2.68,49182.51,55.77,57.61,43.59,1576300,-56.41,64.97
