% This is a dataset obtained from the YAHOO FINANCES. Here is the included description:
%
% The data provided are daily stock prices from 01/12/2014 through 01/12/2015, for AGRO3.SA.
%
% Source: collection of regression datasets by Jean Felipe Hartz (jeanrsbr@gmail.com) at
% http://real-chart.finance.yahoo.com 
% Characteristics: 252 cases, 35 continuous attributes

@relation stock

@attribute Bra_HighPrice numeric
@attribute Bra_ADMI_14 numeric
@attribute Bra_BIAS_14 numeric
@attribute Bra_ClosePrice numeric
@attribute Bra_LowPrice numeric
@attribute Bra_SMA_05 numeric
@attribute Bra_MACD numeric
@attribute Bra_Momentum_14 numeric
@attribute Bra_OBV numeric
@attribute Bra_OpenPrice numeric
@attribute Bra_PROC_14 numeric
@attribute Bra_PVT numeric
@attribute Bra_RSI_14 numeric
@attribute Bra_SODI numeric
@attribute Bra_SOKI_14 numeric
@attribute Bra_Volume numeric
@attribute Bra_WILLR_14 numeric
@attribute Est_ADMI_14 numeric
@attribute Est_BIAS_14 numeric
@attribute Est_ClosePrice numeric
@attribute Est_HighPrice numeric
@attribute Est_LowPrice numeric
@attribute Est_SMA_05 numeric
@attribute Est_MACD numeric
@attribute Est_Momentum_14 numeric
@attribute Est_OBV numeric
@attribute Est_OpenPrice numeric
@attribute Est_PROC_14 numeric
@attribute Est_PVT numeric
@attribute Est_RSI_14 numeric
@attribute Est_SODI numeric
@attribute Est_SOKI_14 numeric
@attribute Est_Volume numeric
@attribute Est_WILLR_14 numeric
@attribute Target numeric

@data
7.75,0.87,2.27,7.71,7.5,7.68,0,0,103100,7.66,7.23,3463.97,82.5,87.65,80,32400,-20,1.34,17.45,3.48,3.48,2.88,3.02,0,0,23800,2.88,27.47,1694.37,98.7,61.9,100,7300,0,7.84
7.84,0.89,2.07,7.71,7.6,7.72,0.01,0,103100,7.6,7.23,3463.97,82.5,81.54,80,21600,-20,1.53,-2.16,2.89,3.37,2.85,3.02,0,0,19600,3.37,5.86,982.3,55.88,55.52,21.33,4200,-78.67,7.84
7.84,0.91,3.49,7.84,7.6,7.76,0.03,0,114300,7.6,9.04,3652.82,84.95,86.67,100,11200,0,1.7,-2.83,2.86,2.92,2.85,3.01,0,0,15300,2.86,4.76,937.66,54.68,46.22,17.33,4300,-82.67,8.1
8.1,1.08,5.55,8.03,7.84,7.81,0.06,0,153500,7.84,11.68,4602.82,87.5,90.77,92.31,39200,-7.69,1.88,-0.1,2.94,2.96,2.93,3.02,0,0,17700,2.93,7.69,1004.79,57.14,22.22,28,2400,-72,8.2
8.2,1.31,6.77,8.2,7.94,7.9,0.11,1.01,179300,7.95,14.05,5149.02,89.15,97.44,100,25800,0,2.05,0.22,2.95,2.95,2.95,3.02,0,0,17800,2.95,8.06,1005.13,57.43,24.89,29.33,100,-70.67,9.25
9.25,2.17,9.65,8.51,8.23,8.06,0.17,1.13,235700,8.49,15.31,7281.22,90.07,84.52,61.26,56400,-38.74,2.25,2.99,3.04,3.04,2.87,2.94,0.01,0,21600,2.87,11.36,1121.07,59.87,32.89,41.33,3800,-58.67,8.6
8.6,2.97,9.7,8.6,8.4,8.24,0.23,1.1,256800,8.4,14.67,7504.37,89.86,75.37,64.86,21100,-35.14,2.44,1.51,3,3.02,3,2.96,0.01,0,20100,3.02,9.89,1101.33,58.39,35.56,36,1500,-64,8.95
8.95,3.94,12.63,8.95,8.69,8.46,0.31,1.5,264600,8.69,20.13,7821.81,94.64,69.97,83.78,7800,-16.22,2.44,1.51,3,3.02,3,2.96,0.01,0,20100,3.02,9.89,1101.33,58.39,35.56,36,1500,-64,8.92
8.92,4.83,8.33,8.7,8.7,8.59,0.35,1.18,240000,8.87,15.69,7134.66,81.72,72.97,70.27,24600,-29.73,2.6,1.09,2.99,2.99,2.99,2.98,0.01,0,20000,2.99,9.52,1101,58.02,37.33,34.67,100,-65.33,9.09
9.09,5.78,11.61,9.09,8.69,8.77,0.42,1.59,383500,8.81,21.2,13567.42,85.65,81.8,91.35,143500,-8.65,2.85,4.81,3.13,3.13,3.13,3.02,0.02,0.4,20500,3.13,14.65,1124.41,61.36,40.91,52.05,500,-47.95,9.09
9.09,5.78,11.61,9.09,8.69,8.77,0.42,1.59,383500,8.81,21.2,13567.42,85.65,81.8,91.35,143500,-8.65,2.93,-0.69,2.97,3.06,2.94,3.03,0.02,0.06,18200,2.99,2.06,1006.83,51.72,37.24,25,2300,-75,8.79
8.79,6.6,5.16,8.65,8.64,8.8,0.44,1.14,323200,8.79,15.18,10648.6,71.43,76.4,67.57,60300,-32.43,3.07,4.7,3.15,3.15,2.99,3.05,0.03,0.25,42100,2.99,8.62,2455.32,56.54,42.84,51.47,23900,-48.53,8.73
8.73,7.18,4.81,8.7,8.46,8.82,0.45,1.05,337000,8.55,13.73,10728.37,70.43,75.83,68.57,13800,-31.43,3.24,5.31,3.19,3.19,3.19,3.09,0.05,0.29,47300,3.19,10,2521.35,57.44,44.61,57.35,5200,-42.65,8.84
8.84,7.8,5.53,8.84,8.61,8.8,0.47,1.06,352100,8.76,13.62,10971.36,70.54,70.9,76.57,15100,-23.43,3.46,5.8,3.23,3.28,3.17,3.13,0.07,0.33,55400,3.22,11.38,2622.92,58.29,56.38,60.32,8100,-39.68,8.84
8.84,8.38,4.55,8.84,8.8,8.82,0.49,1.1,352100,8.83,14.21,10971.36,71.65,73.9,76.57,5600,-23.43,3.67,3.84,3.19,3.27,3.17,3.15,0.08,0.27,53200,3.18,9.25,2595.67,56.72,57.21,53.97,2200,-46.03,8.8
8.8,8.79,2.04,8.7,8.7,8.75,0.49,0.99,344600,8.8,12.84,10852.58,68.68,73.27,66.67,7500,-33.33,3.87,6.66,3.26,3.26,3.26,3.2,0.09,-0.22,53400,3.26,-6.32,2600.06,42.76,64.38,78.85,200,-21.15,8.74
8.74,9.17,1.64,8.74,8.7,8.76,0.46,1.03,380200,8.71,13.36,11016.26,69.14,70.78,69.09,35600,-30.91,4.24,10.82,3.43,3.46,3.43,3.26,0.12,0.54,54500,3.43,18.69,2657.42,74.55,75.97,95.08,1100,-4.92,8.76
8.76,9.44,0.45,8.7,8.65,8.76,0.44,0.86,272400,8.7,10.97,10522.9,66.54,65.58,60.99,107800,-39.01,4.66,12.03,3.52,3.53,3.4,3.33,0.15,0.66,56600,3.44,23.08,2712.53,78.45,90.8,98.48,2100,-1.52,8.63
8.63,9.47,-1.17,8.6,8.5,8.72,0.4,0.57,266000,8.6,7.1,10449.33,61.35,60.16,50.38,6400,-49.62,5.22,12.01,3.57,3.69,3.57,3.39,0.19,0.63,59000,3.62,21.43,2746.62,77.88,92.98,85.37,2400,-14.63,8.6
8.6,9.5,-1.49,8.6,8.56,8.67,0.37,0.4,266000,8.56,4.88,10449.33,58.55,49.22,36.27,700,-63.73,5.5,5.61,3.4,3.43,3.4,3.44,0.19,0.45,56200,3.43,15.25,2613.28,67.44,82.83,64.63,2800,-35.37,8.65
8.65,9.34,-2.63,8.5,8.45,8.63,0.34,-0.01,228500,8.55,-0.12,10013.29,49.77,33.72,14.49,37500,-85.51,5.66,2.78,3.33,3.35,3.33,3.45,0.18,0.29,55300,3.35,9.54,2594.75,61.42,67.33,52,900,-48,8.5
8.5,9.14,-3.08,8.45,8.42,8.57,0.3,-0.15,222100,8.42,-1.74,9975.64,46.41,18.41,4.48,6400,-95.52,5.82,2.6,3.35,3.35,3.33,3.43,0.17,0.35,56500,3.33,11.67,2601.96,64,57.1,54.67,1200,-45.33,8.55
8.55,9.04,-2.15,8.5,8.4,8.53,0.27,-0.45,235700,8.5,-5.03,10056.11,37.43,11.15,14.49,13600,-85.51,5.82,2.6,3.35,3.35,3.33,3.43,0.17,0.35,56500,3.33,11.67,2601.96,64,57.1,54.67,1200,-45.33,8.45
8.45,8.94,-2.52,8.45,8.4,8.5,0.24,-0.25,223900,8.45,-2.87,9986.7,42.14,8.74,7.25,11800,-92.75,6.07,-0.17,3.28,3.43,3.28,3.39,0.16,0.29,49000,3.43,9.7,2445.25,61.07,50.67,45.33,7500,-54.67,8.55
8.55,9.03,-2.54,8.4,8.4,8.46,0.21,-0.69,206400,8.55,-7.59,9883.15,22.4,7.25,0,17500,-100,6.05,-4.74,3.13,3.18,3.13,3.3,0.13,0,47800,3.18,0,2390.37,50,41.78,25.33,1200,-74.67,8.44
8.44,9,-2.34,8.4,8.35,8.44,0.19,-0.25,206400,8.37,-2.89,9883.15,34.57,5.82,10.2,2700,-89.8,6.05,-4.74,3.13,3.18,3.13,3.3,0.13,0,47800,3.18,0,2390.37,50,41.78,25.33,1200,-74.67,8.44
8.44,8.85,-2.1,8.4,8.3,8.43,0.17,-0.3,206400,8.37,-3.45,9883.15,30.26,9.57,18.52,6700,-81.48,5.78,-9.32,2.98,3.01,2.98,3.21,0.1,0.01,47200,3.01,0.34,2361.61,50.38,23.56,0,600,-100,8.5
8.5,8.85,-0.65,8.5,8.5,8.43,0.15,-0.34,206500,8.5,-3.85,9884.34,26.39,21.92,37.04,100,-62.96,5.78,-9.32,2.98,3.01,2.98,3.21,0.1,0.01,47200,3.01,0.34,2361.61,50.38,23.56,0,600,-100,8.53
8.53,8.33,-2.55,8.3,8.3,8.4,0.13,-0.54,198200,8.5,-6.11,9689.05,20.65,18.52,0,8300,-100,5.78,-9.32,2.98,3.01,2.98,3.21,0.1,0.01,47200,3.01,0.34,2361.61,50.38,23.56,0,600,-100,8.4
8.4,7.85,-1.13,8.4,8.35,8.4,0.11,-0.3,199400,8.35,-3.45,9703.51,32.95,19.59,21.74,1200,-78.26,5.78,-9.32,2.98,3.01,2.98,3.21,0.1,0.01,47200,3.01,0.34,2361.61,50.38,23.56,0,600,-100,8.39
8.39,7.4,-0.95,8.39,8.39,8.4,0.1,-0.35,197900,8.39,-4,9701.72,29.41,13.77,19.57,1500,-80.43,5.78,-9.32,2.98,3.01,2.98,3.21,0.1,0.01,47200,3.01,0.34,2361.61,50.38,23.56,0,600,-100,8.9
8.9,8.2,0.41,8.49,8.3,8.42,0.1,-0.21,264500,8.31,-2.41,10495.52,38.46,24.32,31.67,66600,-68.33,5.79,-3.58,3.17,3.17,3.1,3.18,0.09,0.02,49200,3.1,0.63,2489.13,50.76,17.36,26.76,2000,-73.24,8.4
8.4,8.95,-0.49,8.4,8.4,8.4,0.09,-0.2,261400,8.4,-2.33,10462.66,38.89,22.63,16.67,3100,-83.33,5.79,-3.58,3.17,3.17,3.1,3.18,0.09,0.02,49200,3.1,0.63,2489.13,50.76,17.36,26.76,2000,-73.24,8.39
8.39,9.32,-1.43,8.3,8.3,8.4,0.07,-0.3,256500,8.31,-3.49,10404.33,35,16.11,0,4900,-100,5.79,-3.58,3.17,3.17,3.1,3.18,0.09,0.02,49200,3.1,0.63,2489.13,50.76,17.36,26.76,2000,-73.24,8.39
8.39,9.66,-0.71,8.35,8.35,8.39,0.06,-0.15,272700,8.39,-1.76,10501.92,42.11,8.33,8.33,16200,-91.67,5.79,-3.58,3.17,3.17,3.1,3.18,0.09,0.02,49200,3.1,0.63,2489.13,50.76,17.36,26.76,2000,-73.24,8.3
8.3,9.81,-1.17,8.3,8.3,8.37,0.04,-0.15,263000,8.3,-1.78,10443.83,42.11,2.78,0,9700,-100,5.79,-3.58,3.17,3.17,3.1,3.18,0.09,0.02,49200,3.1,0.63,2489.13,50.76,17.36,26.76,2000,-73.24,8.25
8.25,9.59,-1.56,8.25,8.2,8.32,0.03,-0.25,260100,8.21,-2.94,10426.36,36.84,5.16,7.14,2900,-92.86,5.74,-6.38,3.07,3.07,3.07,3.13,0.07,-0.12,49000,3.07,-3.76,2482.82,45.65,13.15,12.68,200,-87.32,8.3
8.3,9.54,-0.84,8.3,8.21,8.3,0.02,-0.15,265700,8.21,-1.78,10460.3,42.11,7.14,14.29,5600,-85.71,5.63,-6.63,3.05,3.06,3.04,3.08,0.05,-0.18,48500,3.04,-5.57,2479.56,43.38,16.43,9.86,500,-90.14,8.33
8.33,9.59,-0.42,8.33,8.2,8.31,0.02,-0.07,272500,8.22,-0.83,10484.88,46.24,13.33,18.57,6800,-81.43,5.63,-6.63,3.05,3.06,3.04,3.08,0.05,-0.18,48500,3.04,-5.57,2479.56,43.38,16.43,9.86,500,-90.14,8.44
8.44,9.99,-0.69,8.3,8.26,8.3,0.01,-0.1,259800,8.33,-1.19,10439.14,44.79,15.71,14.29,12700,-85.71,5.63,-6.63,3.05,3.06,3.04,3.08,0.05,-0.18,48500,3.04,-5.57,2479.56,43.38,16.43,9.86,500,-90.14,8.38
8.38,10.37,0.28,8.38,8.3,8.31,0.01,-0.02,272900,8.35,-0.24,10565.41,49.04,19.52,25.71,13100,-74.29,5.63,-6.63,3.05,3.06,3.04,3.08,0.05,-0.18,48500,3.04,-5.57,2479.56,43.38,16.43,9.86,500,-90.14,8.7
8.7,11.66,3.93,8.7,8.3,8.4,0.04,0.2,294400,8.3,2.35,11386.41,57.94,37.14,71.43,21500,-28.57,5.63,-6.63,3.05,3.06,3.04,3.08,0.05,-0.18,48500,3.04,-5.57,2479.56,43.38,16.43,9.86,500,-90.14,8.7
8.7,11.66,3.93,8.7,8.3,8.4,0.04,0.2,294400,8.3,2.35,11386.41,57.94,37.14,71.43,21500,-28.57,5.72,-3.19,3.16,3.16,3.15,3.09,0.05,-0.03,48900,3.15,-0.94,2493.99,48.95,15.96,25.35,400,-74.65,8.8
8.8,13.12,3.03,8.65,8.65,8.47,0.06,0.35,289500,8.8,4.22,11358.25,65.77,53.81,64.29,4900,-35.71,5.72,-3.19,3.16,3.16,3.15,3.09,0.05,-0.03,48900,3.15,-0.94,2493.99,48.95,15.96,25.35,400,-74.65,9.07
9.07,15.1,7.42,9.07,8.6,8.62,0.1,0.67,397200,8.61,7.98,16587.61,73.43,78.57,100,107700,0,5.72,-3.19,3.16,3.16,3.15,3.09,0.05,-0.03,48900,3.15,-0.94,2493.99,48.95,15.96,25.35,400,-74.65,8.9
8.9,16.93,2.77,8.7,8.7,8.7,0.11,0.31,386900,8.9,3.69,16167.44,58.66,73.92,57.47,10300,-42.53,5.72,-3.19,3.16,3.16,3.15,3.09,0.05,-0.03,48900,3.15,-0.94,2493.99,48.95,15.96,25.35,400,-74.65,8.9
8.9,18.63,4.77,8.9,8.7,8.8,0.13,0.41,390200,8.7,4.83,16243.3,60.85,79.31,80.46,3300,-19.54,5.59,-6.13,3.05,3.16,3.05,3.1,0.03,-0.21,46900,3.16,-6.44,2424.37,42.86,15.02,9.86,2000,-90.14,8.9
8.9,20.21,4.33,8.9,8.71,8.84,0.14,0.5,390200,8.8,5.95,16243.3,63.89,72.8,80.46,7600,-19.54,5.51,-13.5,2.77,3,2.77,3.02,0,-0.66,44100,3,-19.24,2167.32,29.11,11.74,0,2800,-100,9.07
9.07,22.09,3.81,8.9,8.67,8.89,0.15,0.6,390200,8.7,7.23,16243.3,67.65,80.46,80.46,13300,-19.54,5.44,-9.35,2.86,2.86,2.86,2.98,-0.02,-0.66,45000,2.86,-18.75,2196.56,29.11,6.55,9.78,900,-90.22,9
9,23.84,4.41,9,8.82,8.88,0.16,0.65,394600,8.83,7.78,16292.74,68.57,84.29,91.95,4400,-8.05,5.44,-9.35,2.86,2.86,2.86,2.98,-0.02,-0.66,45000,2.86,-18.75,2196.56,29.11,6.55,9.78,900,-90.22,9
9,25.46,3.81,9,8.85,8.94,0.17,0.7,394600,9,8.43,16292.74,70.59,88.12,91.95,19200,-8.05,5.85,2.28,3.2,3.39,2.61,3.01,-0.01,-0.37,68600,2.78,-10.36,5002.16,40.11,27.24,71.95,23600,-28.05,9
9,26.96,3.17,9,8.9,8.96,0.18,0.75,394600,8.9,9.09,16292.74,72.73,91.95,91.95,3800,-8.05,6.38,2.16,3.18,3.47,3.18,3.01,0,-0.22,63400,3.26,-6.47,4969.66,43.6,49.34,66.28,5200,-33.72,8.99
8.99,28.36,2.05,8.95,8.9,8.97,0.17,0.65,387700,8.9,7.83,16254.4,69.7,90.04,86.21,6900,-13.79,6.38,2.16,3.18,3.47,3.18,3.01,0,-0.22,63400,3.26,-6.47,4969.66,43.6,49.34,66.28,5200,-33.72,8.9
8.9,28.36,-0.04,8.8,8.73,8.95,0.16,0.47,371100,8.73,5.64,15976.19,63.28,81.61,66.67,16600,-33.33,6.5,-1.99,3.03,3.1,3.03,3.01,-0,-0.3,61500,3.1,-9.01,4880.03,41.67,62.36,48.84,1900,-51.16,8.71
8.71,27.52,-1.6,8.69,8.6,8.89,0.13,0.39,356000,8.71,4.7,15787.44,60.54,67.84,50.65,15100,-49.35,6.92,-3.99,2.94,3.25,2.94,3.04,-0.01,-0.41,55800,3.13,-12.24,4710.73,39.04,51.16,38.37,5700,-61.63,8.78
8.78,25.63,-1.95,8.68,8.4,8.82,0.11,0.3,327200,8.77,3.58,15754.3,58.43,55.56,49.35,28800,-50.65,7.05,-6.29,2.84,2.94,2.84,3.04,-0.03,-0.44,52400,2.94,-13.41,4595.08,38.42,37.98,26.74,3400,-73.26,8.62
8.62,23.88,-2.78,8.6,8.51,8.74,0.09,-0.1,316900,8.61,-1.15,15659.37,46.75,43.28,29.85,10300,-70.15,6.83,-7.2,2.79,2.81,2.71,2.96,-0.05,-0.34,49100,2.73,-10.86,4536.98,40.56,28.68,20.93,3300,-79.07,8.7
8.7,22.66,-2.74,8.6,8.6,8.67,0.07,-0.05,316900,8.69,-0.58,15659.37,48.32,36.35,29.85,7700,-70.15,6.83,-7.2,2.79,2.81,2.71,2.96,-0.05,-0.34,49100,2.73,-10.86,4536.98,40.56,28.68,20.93,3300,-79.07,8.65
8.65,21.53,-2.37,8.6,8.6,8.63,0.05,-0.47,316900,8.6,-5.18,15659.37,28.04,29.85,29.85,23800,-70.15,6.83,-7.2,2.79,2.81,2.71,2.96,-0.05,-0.34,49100,2.73,-10.86,4536.98,40.56,28.68,20.93,3300,-79.07,8.69
8.69,20.69,-2.29,8.6,8.6,8.62,0.04,-0.1,316900,8.69,-1.15,15659.37,42.86,29.85,29.85,12700,-70.15,6.37,-10.22,2.68,2.72,2.61,2.86,-0.07,-0.3,48100,2.72,-10.07,4497.56,41.48,18.6,8.14,1000,-91.86,8.68
8.68,19.23,-3.22,8.49,8.49,8.58,0.02,-0.41,263900,8.68,-4.61,14981.46,16.39,24.38,13.43,53000,-86.57,5.93,-9.15,2.68,2.68,2.68,2.79,-0.08,-0.49,48100,2.68,-15.46,4497.56,34.39,12.4,8.14,400,-91.86,8.5
8.5,18.85,-2.79,8.5,8.3,8.56,0.01,-0.4,273900,8.49,-4.49,14993.24,17.74,23.09,25.97,10000,-74.03,5.66,-9.57,2.64,2.64,2.62,2.73,-0.1,-0.43,47300,2.62,-14.01,4485.62,35.76,6.59,3.49,800,-96.51,8.6
8.6,17.89,-2.47,8.5,8.4,8.54,-0,-0.4,273900,8.4,-4.49,14993.24,17.74,22.66,28.57,37000,-71.43,5.37,-8.65,2.64,2.65,2.64,2.69,-0.11,-0.41,47300,2.65,-13.44,4485.62,36.24,5.04,3.49,400,-96.51,8.69
8.69,16.73,-1.32,8.57,8.5,8.53,-0.01,-0.43,295500,8.55,-4.78,15171.12,13.56,31.04,38.57,21600,-61.43,5.23,-8.77,2.6,2.6,2.6,2.65,-0.12,-0.56,46700,2.6,-17.72,4476.52,30.28,2.33,0,600,-100,8.68
8.68,15.64,0.21,8.68,8.52,8.55,-0,-0.32,305200,8.52,-3.56,15295.63,27.14,40.48,54.29,9700,-45.71,5.23,-8.77,2.6,2.6,2.6,2.65,-0.12,-0.56,46700,2.6,-17.72,4476.52,30.28,2.33,0,600,-100,8.68
8.68,14.64,0.37,8.67,8.56,8.58,0,-0.33,286700,8.64,-3.67,15274.31,26.76,48.83,53.62,18500,-46.38,4.92,-6.08,2.65,2.65,2.65,2.64,-0.12,-0.4,46800,2.65,-13.11,4478.45,35.29,3.08,5.75,100,-94.25,8.7
8.7,13.83,0.28,8.64,8.58,8.61,0,-0.31,259000,8.7,-3.46,15178.47,27.54,54.86,56.67,27700,-43.33,4.68,-7.12,2.61,2.7,2.6,2.63,-0.13,-0.16,45800,2.6,-5.78,4463.35,42.86,2.3,1.15,1000,-98.85,8.68
8.68,12.95,0.52,8.65,8.53,8.64,0,-0.15,282400,8.67,-1.7,15205.55,36.36,61.07,72.92,23400,-27.08,4.68,-7.12,2.61,2.7,2.6,2.63,-0.13,-0.16,45800,2.6,-5.78,4463.35,42.86,2.3,1.15,1000,-98.85,8.72
8.72,12.2,0.56,8.65,8.6,8.66,0.01,-0.04,282400,8.61,-0.46,15205.55,45.45,67.5,72.92,35700,-27.08,4.46,-5.52,2.64,2.64,2.64,2.63,-0.13,-0.22,45900,2.64,-7.69,4464.5,39.62,3.83,4.6,100,-95.4,8.65
8.65,11.5,0.58,8.65,8.6,8.65,0.01,-0.03,282400,8.61,-0.35,15205.55,46.51,76.39,83.33,40600,-16.67,4.46,-5.52,2.64,2.64,2.64,2.63,-0.13,-0.22,45900,2.64,-7.69,4464.5,39.62,3.83,4.6,100,-95.4,8.88
8.88,12.28,3.02,8.88,8.66,8.69,0.02,0.28,290400,8.72,3.26,15418.27,74.14,85.42,100,8000,0,4.91,0.57,2.78,2.82,2.71,2.66,-0.11,-0.42,48000,2.71,-13.13,4575.87,25.58,8.81,20.69,2100,-79.31,8.89
8.89,13.06,1.38,8.75,8.7,8.72,0.03,0.15,271700,8.89,1.74,15144.5,60.56,86.53,76.27,18700,-23.73,5.24,-1.44,2.69,2.69,2.69,2.67,-0.11,-0.49,47000,2.69,-15.41,4543.49,23.66,13.04,13.85,1000,-86.15,8.9
8.9,13.84,2.54,8.87,8.7,8.76,0.04,0.27,285600,8.71,3.14,15335.13,66.27,90.42,95,13900,-5,5.24,-1.44,2.69,2.69,2.69,2.67,-0.11,-0.49,47000,2.69,-15.41,4543.49,23.66,13.04,13.85,1000,-86.15,8.9
8.9,14.56,2.64,8.9,8.77,8.81,0.05,0.3,301500,8.89,3.49,15388.91,67.44,90.42,100,15900,0,6.02,3.89,2.82,2.82,2.67,2.71,-0.09,-0.21,47400,2.67,-6.93,4562.82,38.46,22.79,33.85,400,-66.15,8.89
8.89,14.3,-0.16,8.67,8.67,8.81,0.04,0.18,288600,8.82,2.12,15055.54,59.18,85.56,61.67,12900,-38.33,6.74,0.45,2.71,2.74,2.7,2.73,-0.09,-0.23,46600,2.74,-7.82,4531.62,37.63,26.68,32.35,800,-67.65,8.79
8.79,13.89,0.55,8.75,8.65,8.79,0.04,0.25,301600,8.65,2.94,15175.49,61.9,77.22,70,13000,-30,7.41,0.45,2.7,2.71,2.7,2.74,-0.09,-0.14,43000,2.71,-4.93,4518.33,41.67,37.22,45.45,3600,-54.55,8.8
8.8,13.58,0.88,8.8,8.69,8.8,0.04,0.3,310900,8.69,3.53,15228.64,63.64,68.89,75,9300,-25,7.41,0.45,2.7,2.71,2.7,2.74,-0.09,-0.14,43000,2.71,-4.93,4518.33,41.67,37.22,45.45,3600,-54.55,8.84
8.84,13.6,1,8.83,8.73,8.79,0.05,0.26,321200,8.84,3.03,15263.75,62.26,75.53,81.58,10300,-18.42,8.79,5.86,2.85,2.92,2.85,2.75,-0.07,0.06,48600,2.86,2.15,4829.44,53.19,51.98,78.13,5600,-21.87,9
9,14.68,1.31,8.87,8.71,8.78,0.05,0.19,378000,8.85,2.19,15521.05,59.6,76.31,72.34,56800,-27.66,10.33,10.5,3,3,2.85,2.82,-0.04,0.32,52200,2.85,11.94,5018.92,66.33,74.53,100,3600,0,9
9,15.69,1.46,8.9,8.85,8.83,0.06,0.23,406200,8.9,2.65,15616.43,61.39,77.55,78.72,28200,-21.28,11.76,7.89,2.95,2.95,2.95,2.84,-0.03,0.27,52100,2.95,10.07,5017.25,63.11,88.54,87.5,100,-12.5,8.95
